Auftrag;Geometrie;DruckerID;Volumen;Filamentdichte;Wirkleistung
12;Quader;3;125;100;34.68582
12;Quader;3;125;100;36.94797
12;Quader;3;125;100;38.34558
12;Quader;3;125;100;40.567616
12;Quader;3;125;100;49.40418
12;Quader;3;125;100;51.249504
12;Quader;3;125;100;53.375264
12;Quader;3;125;100;55.211625
12;Quader;3;125;100;56.149408
12;Quader;3;125;100;56.327096
12;Quader;3;125;100;57.199296
12;Quader;3;125;100;57.330042
12;Quader;3;125;100;56.359776
12;Quader;3;125;100;56.96466
12;Quader;3;125;100;56.43228
12;Quader;3;125;100;56.742224
12;Quader;3;125;100;56.87297
12;Quader;3;125;100;57.950178
12;Quader;3;125;100;57.05238
12;Quader;3;125;100;57.305479
12;Quader;3;125;100;57.150324
12;Quader;3;125;100;57.305479
12;Quader;3;125;100;56.946197
12;Quader;3;125;100;56.25482
12;Quader;3;125;100;57.003408
12;Quader;3;125;100;56.335608
12;Quader;3;125;100;56.48852
12;Quader;3;125;100;56.31144
12;Quader;3;125;100;57.05238
12;Quader;3;125;100;56.897379
12;Quader;3;125;100;57.05238
12;Quader;3;125;100;57.027894
12;Quader;3;125;100;56.832006
12;Quader;3;125;100;56.06976
12;Quader;3;125;100;56.474572
12;Quader;3;125;100;57.6693
12;Quader;3;125;100;56.978922
12;Quader;3;125;100;57.207227
12;Quader;3;125;100;56.512764
12;Quader;3;125;100;56.359776
12;Quader;3;125;100;56.383944
12;Quader;3;125;100;57.150324
12;Quader;3;125;100;56.561252
12;Quader;3;125;100;57.093176
12;Quader;3;125;100;57.125838
12;Quader;3;125;100;55.817025
12;Quader;3;125;100;56.561252
12;Quader;3;125;100;57.17481
12;Quader;3;125;100;56.278912
12;Quader;3;125;100;56.43228
12;Quader;3;125;100;56.537008
12;Quader;3;125;100;56.158452
12;Quader;3;125;100;56.537008
12;Quader;3;125;100;56.359776
12;Quader;3;125;100;56.76288
12;Quader;3;125;100;56.60974
12;Quader;3;125;100;57.330042
12;Quader;3;125;100;56.383944
12;Quader;3;125;100;56.561252
12;Quader;3;125;100;56.585496
12;Quader;3;125;100;56.263104
12;Quader;3;125;100;56.799743
12;Quader;3;125;100;56.512764
12;Quader;3;125;100;57.354605
12;Quader;3;125;100;55.7136
12;Quader;3;125;100;55.7136
12;Quader;3;125;100;55.3395
12;Quader;3;125;100;56.43228
12;Quader;3;125;100;56.73856
12;Quader;3;125;100;56.2392
12;Quader;3;125;100;55.93665
12;Quader;3;125;100;56.682472
12;Quader;3;125;100;56.184
12;Quader;3;125;100;56.16
12;Quader;3;125;100;56.351188
12;Quader;3;125;100;56.008425
12;Quader;3;125;100;56.256
12;Quader;3;125;100;55.35607
12;Quader;3;125;100;57.184224
12;Quader;3;125;100;55.960575
12;Quader;3;125;100;56.83584
12;Quader;3;125;100;55.8888
12;Quader;3;125;100;56.633984
12;Quader;3;125;100;56.779448
12;Quader;3;125;100;55.50592
12;Quader;3;125;100;56.28
12;Quader;3;125;100;56.304
12;Quader;3;125;100;57.05472
12;Quader;3;125;100;56.68005
12;Quader;3;125;100;55.60064
12;Quader;3;125;100;56.1759
12;Quader;3;125;100;55.774392
12;Quader;3;125;100;55.403282
12;Quader;3;125;100;56.43228
12;Quader;3;125;100;56.407725
12;Quader;3;125;100;56.47995
12;Quader;3;125;100;56.72835
12;Quader;3;125;100;55.8219
12;Quader;3;125;100;55.845654
12;Quader;3;125;100;56.552175
12;Quader;3;125;100;56.28
12;Quader;3;125;100;56.304
12;Quader;3;125;100;56.448
12;Quader;3;125;100;54.896
12;Quader;3;125;100;55.948144
12;Quader;3;125;100;56.304
12;Quader;3;125;100;56.03235
12;Quader;3;125;100;56.184
12;Quader;3;125;100;56.184
12;Quader;3;125;100;55.9845
12;Quader;3;125;100;55.38752
12;Quader;3;125;100;55.4112
12;Quader;3;125;100;56.755204
12;Quader;3;125;100;56.184
12;Quader;3;125;100;56.93312
12;Quader;3;125;100;55.864875
12;Quader;3;125;100;55.6659
12;Quader;3;125;100;55.34016
12;Quader;3;125;100;55.960575
12;Quader;3;125;100;55.60064
12;Quader;3;125;100;57.10336
12;Quader;3;125;100;55.57696
12;Quader;3;125;100;56.722296
12;Quader;3;125;100;55.35607
12;Quader;3;125;100;55.48224
12;Quader;3;125;100;56.184
12;Quader;3;125;100;56.184
12;Quader;3;125;100;56.28
12;Quader;3;125;100;55.70313
12;Quader;3;125;100;55.55328
12;Quader;3;125;100;55.48224
12;Quader;3;125;100;56.136
12;Quader;3;125;100;56.112
12;Quader;3;125;100;56.064
12;Quader;3;125;100;56.088
12;Quader;3;125;100;55.912725
12;Quader;3;125;100;55.167222
12;Quader;3;125;100;55.38752
12;Quader;3;125;100;56.088
12;Quader;3;125;100;56.456448
12;Quader;3;125;100;56.088
12;Quader;3;125;100;56.263275
12;Quader;3;125;100;55.31648
12;Quader;3;125;100;55.31648
12;Quader;3;125;100;55.167222
12;Quader;3;125;100;56.04
12;Quader;3;125;100;56.31144
12;Quader;3;125;100;56.287272
12;Quader;3;125;100;55.721325
12;Quader;3;125;100;55.68975
12;Quader;3;125;100;55.45856
12;Quader;3;125;100;56.232
12;Quader;3;125;100;56.28
12;Quader;3;125;100;56.455875
12;Quader;3;125;100;55.45856
12;Quader;3;125;100;54.915178
12;Quader;3;125;100;55.631868
12;Quader;3;125;100;55.817025
12;Quader;3;125;100;56.48852
12;Quader;3;125;100;56.208
12;Quader;3;125;100;56.455875
12;Quader;3;125;100;55.50592
12;Quader;3;125;100;54.73248
12;Quader;3;125;100;55.308858
12;Quader;3;125;100;56.104125
12;Quader;3;125;100;56.151975
12;Quader;3;125;100;57.0304
12;Quader;3;125;100;55.70313
12;Quader;3;125;100;55.92825
12;Quader;3;125;100;54.677876
12;Quader;3;125;100;55.044117
12;Quader;3;125;100;55.845654
12;Quader;3;125;100;56.57625
12;Quader;3;125;100;56.352
12;Quader;3;125;100;55.286112
12;Quader;3;125;100;54.91936
12;Quader;3;125;100;55.137849
12;Quader;3;125;100;55.845654
12;Quader;3;125;100;56.949156
12;Quader;3;125;100;56.31945
12;Quader;3;125;100;54.98944
12;Quader;3;125;100;54.94272
12;Quader;3;125;100;55.090983
12;Quader;3;125;100;55.60064
12;Quader;3;125;100;56.504025
12;Quader;3;125;100;55.60064
12;Quader;3;125;100;56.7525
12;Quader;3;125;100;54.82592
12;Quader;3;125;100;54.997251
12;Quader;3;125;100;55.020684
12;Quader;3;125;100;56.352
12;Quader;3;125;100;55.750638
12;Quader;3;125;100;56.552175
12;Quader;3;125;100;56.552175
12;Quader;3;125;100;55.450494
12;Quader;3;125;100;54.794311
12;Quader;3;125;100;54.575136
12;Quader;3;125;100;55.332464
12;Quader;3;125;100;55.809
12;Quader;3;125;100;57.60832
12;Quader;3;125;100;55.214434
12;Quader;3;125;100;54.80256
12;Quader;3;125;100;55.450494
12;Quader;3;125;100;55.8219
12;Quader;3;125;100;55.869408
12;Quader;3;125;100;56.57625
12;Quader;3;125;100;55.67168
12;Quader;3;125;100;54.91936
12;Quader;3;125;100;54.747737
12;Quader;3;125;100;55.521312
12;Quader;3;125;100;55.893162
12;Quader;3;125;100;55.69536
12;Quader;3;125;100;57.10336
12;Quader;3;125;100;54.84928
12;Quader;3;125;100;55.090983
12;Quader;3;125;100;55.044117
12;Quader;3;125;100;55.309618
12;Quader;3;125;100;55.988178
12;Quader;3;125;100;56.487456
12;Quader;3;125;100;56.337014
12;Quader;3;125;100;55.69536
12;Quader;3;125;100;54.677876
12;Quader;3;125;100;54.701163
12;Quader;3;125;100;55.648
12;Quader;3;125;100;55.497706
12;Quader;3;125;100;56.40872
12;Quader;3;125;100;55.47416
12;Quader;3;125;100;54.71424
12;Quader;3;125;100;54.88416
12;Quader;3;125;100;54.71424
12;Quader;3;125;100;55.64644
12;Quader;3;125;100;56.23408
12;Quader;3;125;100;55.90848
12;Quader;3;125;100;54.737424
12;Quader;3;125;100;54.95732
12;Quader;3;125;100;55.427148
12;Quader;3;125;100;55.427148
12;Quader;3;125;100;55.30188
12;Quader;3;125;100;56.792925
12;Quader;3;125;100;55.278447
12;Quader;3;125;100;55.08288
12;Quader;3;125;100;54.3744
12;Quader;3;125;100;55.0128
12;Quader;3;125;100;55.137849
12;Quader;3;125;100;56.5281
12;Quader;3;125;100;56.304
12;Quader;3;125;100;55.35607
12;Quader;3;125;100;54.701163
12;Quader;3;125;100;54.42876
12;Quader;3;125;100;55.05952
12;Quader;3;125;100;55.81376
12;Quader;3;125;100;56.162596
12;Quader;3;125;100;56.011932
12;Quader;3;125;100;55.231581
12;Quader;3;125;100;54.32832
12;Quader;3;125;100;55.278447
12;Quader;3;125;100;55.964424
12;Quader;3;125;100;55.988178
12;Quader;3;125;100;56.035686
12;Quader;3;125;100;54.760608
12;Quader;3;125;100;54.022906
12;Quader;3;125;100;54.977184
12;Quader;3;125;100;55.615196
12;Quader;3;125;100;56.106948
12;Quader;3;125;100;56.130702
12;Quader;3;125;100;55.08288
12;Quader;3;125;100;55.0128
12;Quader;3;125;100;54.28224
12;Quader;3;125;100;55.03616
12;Quader;3;125;100;55.81376
12;Quader;3;125;100;56.166432
12;Quader;3;125;100;56.3673
12;Quader;3;125;100;55.49895
12;Quader;3;125;100;54.414568
12;Quader;3;125;100;54.3678
12;Quader;3;125;100;55.276875
12;Quader;3;125;100;55.1262
12;Quader;3;125;100;56.48852
12;Quader;3;125;100;55.896
12;Quader;3;125;100;54.680598
12;Quader;3;125;100;54.65714
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;56.0139
12;Quader;3;125;100;55.30065
12;Quader;3;125;100;56.238936
12;Quader;3;125;100;54.25088
12;Quader;3;125;100;54.204112
12;Quader;3;125;100;55.086675
12;Quader;3;125;100;55.11045
12;Quader;3;125;100;56.118096
12;Quader;3;125;100;56.61696
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;54.414568
12;Quader;3;125;100;54.758964
12;Quader;3;125;100;54.7119
12;Quader;3;125;100;55.324425
12;Quader;3;125;100;56.287272
12;Quader;3;125;100;56.6656
12;Quader;3;125;100;55.5705
12;Quader;3;125;100;54.633682
12;Quader;3;125;100;53.679236
12;Quader;3;125;100;54.610224
12;Quader;3;125;100;55.1499
12;Quader;3;125;100;57.003408
12;Quader;3;125;100;56.1906
12;Quader;3;125;100;54.833625
12;Quader;3;125;100;54.274264
12;Quader;3;125;100;54.446018
12;Quader;3;125;100;55.2843
12;Quader;3;125;100;55.821164
12;Quader;3;125;100;56.391544
12;Quader;3;125;100;54.586766
12;Quader;3;125;100;54.000464
12;Quader;3;125;100;54.928125
12;Quader;3;125;100;55.5228
12;Quader;3;125;100;56.31144
12;Quader;3;125;100;56.6656
12;Quader;3;125;100;55.944
12;Quader;3;125;100;54.680598
12;Quader;3;125;100;53.725372
12;Quader;3;125;100;54.680598
12;Quader;3;125;100;55.5705
12;Quader;3;125;100;55.49895
12;Quader;3;125;100;57.33728
12;Quader;3;125;100;54.907556
12;Quader;3;125;100;54.758964
12;Quader;3;125;100;53.825966
12;Quader;3;125;100;54.991575
12;Quader;3;125;100;54.991575
12;Quader;3;125;100;56.3008
12;Quader;3;125;100;55.845256
12;Quader;3;125;100;55.158
12;Quader;3;125;100;53.725372
12;Quader;3;125;100;54.47552
12;Quader;3;125;100;55.7931
12;Quader;3;125;100;55.64205
12;Quader;3;125;100;56.19105
12;Quader;3;125;100;54.876624
12;Quader;3;125;100;54.563308
12;Quader;3;125;100;54.806028
12;Quader;3;125;100;54.806028
12;Quader;3;125;100;56.287272
12;Quader;3;125;100;56.287272
12;Quader;3;125;100;56.48852
12;Quader;3;125;100;54.158262
12;Quader;3;125;100;54.750972
12;Quader;3;125;100;54.923688
12;Quader;3;125;100;55.6659
12;Quader;3;125;100;55.909248
12;Quader;3;125;100;57.36192
12;Quader;3;125;100;54.853092
12;Quader;3;125;100;54.328571
12;Quader;3;125;100;53.817644
12;Quader;3;125;100;54.32076
12;Quader;3;125;100;55.285252
12;Quader;3;125;100;55.3395
12;Quader;3;125;100;56.56832
12;Quader;3;125;100;54.7119
12;Quader;3;125;100;54.563308
12;Quader;3;125;100;54.563308
12;Quader;3;125;100;55.6974
12;Quader;3;125;100;56.287272
12;Quader;3;125;100;55.872
12;Quader;3;125;100;54.758964
12;Quader;3;125;100;54.437952
12;Quader;3;125;100;54.414568
12;Quader;3;125;100;54.806028
12;Quader;3;125;100;55.6974
12;Quader;3;125;100;55.965716
12;Quader;3;125;100;56.415788
12;Quader;3;125;100;54.610224
12;Quader;3;125;100;53.679236
12;Quader;3;125;100;54.735432
12;Quader;3;125;100;55.276875
12;Quader;3;125;100;55.276875
12;Quader;3;125;100;56.818284
12;Quader;3;125;100;55.5228
12;Quader;3;125;100;54.806028
12;Quader;3;125;100;53.555355
12;Quader;3;125;100;54.586766
12;Quader;3;125;100;55.1262
12;Quader;3;125;100;55.324425
12;Quader;3;125;100;57.31264
12;Quader;3;125;100;54.586766
12;Quader;3;125;100;53.849107
12;Quader;3;125;100;54.212136
12;Quader;3;125;100;55.30065
12;Quader;3;125;100;56.086176
12;Quader;3;125;100;56.31144
12;Quader;3;125;100;54.610224
12;Quader;3;125;100;54.610224
12;Quader;3;125;100;52.830144
12;Quader;3;125;100;55.134225
12;Quader;3;125;100;55.973088
12;Quader;3;125;100;55.2843
12;Quader;3;125;100;56.912471
12;Quader;3;125;100;55.158
12;Quader;3;125;100;53.779684
12;Quader;3;125;100;54.695102
12;Quader;3;125;100;55.158
12;Quader;3;125;100;55.852248
12;Quader;3;125;100;56.409199
12;Quader;3;125;100;56.197592
12;Quader;3;125;100;54.399102
12;Quader;3;125;100;53.494692
12;Quader;3;125;100;54.6759
12;Quader;3;125;100;54.6285
12;Quader;3;125;100;55.693104
12;Quader;3;125;100;57.18944
12;Quader;3;125;100;55.20555
12;Quader;3;125;100;54.9366
12;Quader;3;125;100;53.946888
12;Quader;3;125;100;54.944025
12;Quader;3;125;100;55.11735
12;Quader;3;125;100;55.676612
12;Quader;3;125;100;55.65252
12;Quader;3;125;100;54.204112
12;Quader;3;125;100;53.325405
12;Quader;3;125;100;54.984
12;Quader;3;125;100;55.30815
12;Quader;3;125;100;55.845256
12;Quader;3;125;100;57.314868
12;Quader;3;125;100;54.984
12;Quader;3;125;100;54.446018
12;Quader;3;125;100;54.446018
12;Quader;3;125;100;55.181775
12;Quader;3;125;100;55.158
12;Quader;3;125;100;56.045592
12;Quader;3;125;100;56.1906
12;Quader;3;125;100;55.30815
12;Quader;3;125;100;53.233425
12;Quader;3;125;100;54.087192
12;Quader;3;125;100;54.8418
12;Quader;3;125;100;54.8418
12;Quader;3;125;100;57.999588
12;Quader;3;125;100;55.0629
12;Quader;3;125;100;54.25088
12;Quader;3;125;100;54.30527
12;Quader;3;125;100;54.641304
12;Quader;3;125;100;55.40355
12;Quader;3;125;100;55.276875
12;Quader;3;125;100;56.214768
12;Quader;3;125;100;54.53985
12;Quader;3;125;100;53.6331
12;Quader;3;125;100;54.469476
12;Quader;3;125;100;55.3797
12;Quader;3;125;100;56.118096
12;Quader;3;125;100;56.856492
12;Quader;3;125;100;54.492934
12;Quader;3;125;100;54.516392
12;Quader;3;125;100;53.610032
12;Quader;3;125;100;54.641304
12;Quader;3;125;100;55.645072
12;Quader;3;125;100;55.77298
12;Quader;3;125;100;57.035472
12;Quader;3;125;100;55.01535
12;Quader;3;125;100;54.180728
12;Quader;3;125;100;54.25088
12;Quader;3;125;100;55.2531
12;Quader;3;125;100;55.1025
12;Quader;3;125;100;56.905464
12;Quader;3;125;100;55.45125
12;Quader;3;125;100;54.570708
12;Quader;3;125;100;54.0792
12;Quader;3;125;100;54.641304
12;Quader;3;125;100;55.40355
12;Quader;3;125;100;55.20555
12;Quader;3;125;100;56.671908
12;Quader;3;125;100;54.321032
12;Quader;3;125;100;53.29365
12;Quader;3;125;100;54.53985
12;Quader;3;125;100;55.45125
12;Quader;3;125;100;56.238936
12;Quader;3;125;100;56.62888
12;Quader;3;125;100;55.158
12;Quader;3;125;100;55.181775
12;Quader;3;125;100;53.640838
12;Quader;3;125;100;55.0629
12;Quader;3;125;100;55.693104
12;Quader;3;125;100;54.7119
12;Quader;3;125;100;58.032
12;Quader;3;125;100;54.53985
12;Quader;3;125;100;53.610032
12;Quader;3;125;100;53.733402
12;Quader;3;125;100;55.0077
12;Quader;3;125;100;55.181775
12;Quader;3;125;100;56.4224
12;Quader;3;125;100;55.2843
12;Quader;3;125;100;54.142275
12;Quader;3;125;100;53.825966
12;Quader;3;125;100;54.563308
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;55.324425
12;Quader;3;125;100;56.580062
12;Quader;3;125;100;54.157344
12;Quader;3;125;100;53.98596
12;Quader;3;125;100;54.180728
12;Quader;3;125;100;55.0629
12;Quader;3;125;100;55.2366
12;Quader;3;125;100;56.343056
12;Quader;3;125;100;55.6017
12;Quader;3;125;100;54.492934
12;Quader;3;125;100;53.779684
12;Quader;3;125;100;54.344416
12;Quader;3;125;100;56.166432
12;Quader;3;125;100;54.688368
12;Quader;3;125;100;57.108975
12;Quader;3;125;100;55.276875
12;Quader;3;125;100;54.391184
12;Quader;3;125;100;52.586208
12;Quader;3;125;100;54.437952
12;Quader;3;125;100;55.35585
12;Quader;3;125;100;56.270324
12;Quader;3;125;100;55.748888
12;Quader;3;125;100;54.281812
12;Quader;3;125;100;53.187435
12;Quader;3;125;100;55.01535
12;Quader;3;125;100;55.748888
12;Quader;3;125;100;55.386375
12;Quader;3;125;100;56.653289
12;Quader;3;125;100;54.321032
12;Quader;3;125;100;54.321032
12;Quader;3;125;100;53.44038
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;55.872
12;Quader;3;125;100;55.5705
12;Quader;3;125;100;56.287272
12;Quader;3;125;100;54.782496
12;Quader;3;125;100;53.088624
12;Quader;3;125;100;54.7119
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;57.208008
12;Quader;3;125;100;55.0629
12;Quader;3;125;100;54.281812
12;Quader;3;125;100;53.596868
12;Quader;3;125;100;53.970272
12;Quader;3;125;100;55.34928
12;Quader;3;125;100;55.0314
12;Quader;3;125;100;57.059849
12;Quader;3;125;100;54.7119
12;Quader;3;125;100;53.6331
12;Quader;3;125;100;54.735432
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;55.2531
12;Quader;3;125;100;56.166432
12;Quader;3;125;100;54.492934
12;Quader;3;125;100;53.610032
12;Quader;3;125;100;54.17244
12;Quader;3;125;100;54.641304
12;Quader;3;125;100;55.997256
12;Quader;3;125;100;55.669088
12;Quader;3;125;100;56.758548
12;Quader;3;125;100;54.227496
12;Quader;3;125;100;53.51776
12;Quader;3;125;100;53.733402
12;Quader;3;125;100;55.229325
12;Quader;3;125;100;55.40355
12;Quader;3;125;100;56.166432
12;Quader;3;125;100;55.3797
12;Quader;3;125;100;54.42256
12;Quader;3;125;100;53.40242
12;Quader;3;125;100;53.540828
12;Quader;3;125;100;55.0314
12;Quader;3;125;100;54.82956
12;Quader;3;125;100;56.6656
12;Quader;3;125;100;54.82956
12;Quader;3;125;100;53.895389
12;Quader;3;125;100;53.725372
12;Quader;3;125;100;54.853092
12;Quader;3;125;100;55.74525
12;Quader;3;125;100;56.158452
12;Quader;3;125;100;55.049192
12;Quader;3;125;100;53.75232
12;Quader;3;125;100;53.057664
12;Quader;3;125;100;55.00198
12;Quader;3;125;100;55.49895
12;Quader;3;125;100;55.1736
12;Quader;3;125;100;56.166975
12;Quader;3;125;100;54.20469
12;Quader;3;125;100;54.158262
12;Quader;3;125;100;53.964812
12;Quader;3;125;100;54.806028
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;55.869348
12;Quader;3;125;100;55.924752
12;Quader;3;125;100;54.59424
12;Quader;3;125;100;53.17904
12;Quader;3;125;100;54.375644
12;Quader;3;125;100;55.20555
12;Quader;3;125;100;55.1262
12;Quader;3;125;100;56.51968
12;Quader;3;125;100;54.664836
12;Quader;3;125;100;53.756543
12;Quader;3;125;100;53.756543
12;Quader;3;125;100;54.492934
12;Quader;3;125;100;56.318812
12;Quader;3;125;100;55.2531
12;Quader;3;125;100;55.4274
12;Quader;3;125;100;53.586964
12;Quader;3;125;100;53.032529
12;Quader;3;125;100;55.229325
12;Quader;3;125;100;55.77298
12;Quader;3;125;100;55.59704
12;Quader;3;125;100;56.87955
12;Quader;3;125;100;54.8181
12;Quader;3;125;100;54.211438
12;Quader;3;125;100;53.25642
12;Quader;3;125;100;54.446018
12;Quader;3;125;100;55.77298
12;Quader;3;125;100;55.11045
12;Quader;3;125;100;56.80752
12;Quader;3;125;100;54.42256
12;Quader;3;125;100;53.51776
12;Quader;3;125;100;53.325405
12;Quader;3;125;100;55.181775
12;Quader;3;125;100;55.35585
12;Quader;3;125;100;57.035286
12;Quader;3;125;100;54.446018
12;Quader;3;125;100;54.087192
12;Quader;3;125;100;53.379352
12;Quader;3;125;100;54.7707
12;Quader;3;125;100;55.852248
12;Quader;3;125;100;54.7944
12;Quader;3;125;100;56.433608
12;Quader;3;125;100;53.89272
12;Quader;3;125;100;53.698396
12;Quader;3;125;100;54.00927
12;Quader;3;125;100;55.332
12;Quader;3;125;100;55.89344
12;Quader;3;125;100;56.474572
12;Quader;3;125;100;54.492934
12;Quader;3;125;100;53.586964
12;Quader;3;125;100;53.417385
12;Quader;3;125;100;54.758964
12;Quader;3;125;100;55.5228
12;Quader;3;125;100;55.30065
12;Quader;3;125;100;56.544
12;Quader;3;125;100;54.095701
12;Quader;3;125;100;53.802825
12;Quader;3;125;100;53.463375
12;Quader;3;125;100;54.3678
12;Quader;3;125;100;55.134225
12;Quader;3;125;100;56.09296
12;Quader;3;125;100;54.59424
12;Quader;3;125;100;54.664836
12;Quader;3;125;100;53.586964
12;Quader;3;125;100;54.53985
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;55.4433
12;Quader;3;125;100;55.968
12;Quader;3;125;100;54.011094
12;Quader;3;125;100;53.817644
12;Quader;3;125;100;53.3484
12;Quader;3;125;100;54.8892
12;Quader;3;125;100;56.440032
12;Quader;3;125;100;55.885232
12;Quader;3;125;100;54.978374
12;Quader;3;125;100;54.328571
12;Quader;3;125;100;53.225568
12;Quader;3;125;100;54.437952
12;Quader;3;125;100;55.64955
12;Quader;3;125;100;54.586766
12;Quader;3;125;100;56.61696
12;Quader;3;125;100;54.7119
12;Quader;3;125;100;53.825966
12;Quader;3;125;100;53.215321
12;Quader;3;125;100;54.135048
12;Quader;3;125;100;55.5705
12;Quader;3;125;100;55.229325
12;Quader;3;125;100;55.941624
12;Quader;3;125;100;54.212136
12;Quader;3;125;100;53.725372
12;Quader;3;125;100;54.633682
12;Quader;3;125;100;55.54665
12;Quader;3;125;100;55.5228
12;Quader;3;125;100;55.909248
12;Quader;3;125;100;53.849107
12;Quader;3;125;100;53.417385
12;Quader;3;125;100;53.563896
12;Quader;3;125;100;54.180728
12;Quader;3;125;100;56.093928
12;Quader;3;125;100;54.9045
12;Quader;3;125;100;55.944
12;Quader;3;125;100;53.987953
12;Quader;3;125;100;53.463375
12;Quader;3;125;100;53.825966
12;Quader;3;125;100;54.876624
12;Quader;3;125;100;55.5705
12;Quader;3;125;100;56.31144
12;Quader;3;125;100;54.633682
12;Quader;3;125;100;54.414568
12;Quader;3;125;100;52.75368
12;Quader;3;125;100;53.53236
12;Quader;3;125;100;55.229325
12;Quader;3;125;100;54.21906
12;Quader;3;125;100;56.037992
12;Quader;3;125;100;54.53985
12;Quader;3;125;100;53.417385
12;Quader;3;125;100;54.344416
12;Quader;3;125;100;55.3482
12;Quader;3;125;100;55.4751
12;Quader;3;125;100;55.8372
12;Quader;3;125;100;53.68712
12;Quader;3;125;100;53.417385
12;Quader;3;125;100;52.8984
12;Quader;3;125;100;54.53985
12;Quader;3;125;100;56.3673
12;Quader;3;125;100;54.928125
12;Quader;3;125;100;56.214768
12;Quader;3;125;100;53.825966
12;Quader;3;125;100;52.997328
12;Quader;3;125;100;54.0792
12;Quader;3;125;100;55.158
12;Quader;3;125;100;55.869348
12;Quader;3;125;100;56.401576
12;Quader;3;125;100;54.227496
12;Quader;3;125;100;53.779684
12;Quader;3;125;100;53.39439
12;Quader;3;125;100;53.540828
12;Quader;3;125;100;54.81
12;Quader;3;125;100;54.636
12;Quader;3;125;100;56.270324
12;Quader;3;125;100;53.802825
12;Quader;3;125;100;53.6331
12;Quader;3;125;100;53.042976
12;Quader;3;125;100;54.984
12;Quader;3;125;100;55.89344
12;Quader;3;125;100;55.3797
12;Quader;3;125;100;54.321032
12;Quader;3;125;100;53.6331
12;Quader;3;125;100;53.110274
12;Quader;3;125;100;54.180728
12;Quader;3;125;100;55.693104
12;Quader;3;125;100;54.9366
12;Quader;3;125;100;56.352912
12;Quader;3;125;100;53.733402
12;Quader;3;125;100;53.563896
12;Quader;3;125;100;53.224884
12;Quader;3;125;100;54.469476
12;Quader;3;125;100;55.0077
12;Quader;3;125;100;56.2716
12;Quader;3;125;100;55.158
12;Quader;3;125;100;54.399102
12;Quader;3;125;100;52.739136
12;Quader;3;125;100;53.325405
12;Quader;3;125;100;54.984
12;Quader;3;125;100;54.636
12;Quader;3;125;100;55.765152
12;Quader;3;125;100;53.710261
12;Quader;3;125;100;53.494692
12;Quader;3;125;100;54.05589
12;Quader;3;125;100;54.691875
12;Quader;3;125;100;55.01535
12;Quader;3;125;100;54.9678
12;Quader;3;125;100;54.7944
12;Quader;3;125;100;52.95168
12;Quader;3;125;100;52.518384
12;Quader;3;125;100;54.492934
12;Quader;3;125;100;55.0551
12;Quader;3;125;100;55.0551
12;Quader;3;125;100;56.36862
12;Quader;3;125;100;53.610032
12;Quader;3;125;100;53.586964
12;Quader;3;125;100;52.852896
12;Quader;3;125;100;54.516392
12;Quader;3;125;100;55.0551
12;Quader;3;125;100;54.880875
12;Quader;3;125;100;55.625625
12;Quader;3;125;100;53.802825
12;Quader;3;125;100;53.6331
12;Quader;3;125;100;53.586964
12;Quader;3;125;100;54.516392
12;Quader;3;125;100;54.0792
12;Quader;3;125;100;56.32858
12;Quader;3;125;100;53.91603
12;Quader;3;125;100;54.13396
12;Quader;3;125;100;53.041508
12;Quader;3;125;100;54.204112
12;Quader;3;125;100;55.2531
12;Quader;3;125;100;54.53985
12;Quader;3;125;100;55.30065
12;Quader;3;125;100;53.2332
12;Quader;3;125;100;53.101076
12;Quader;3;125;100;54.516392
12;Quader;3;125;100;54.688368
12;Quader;3;125;100;55.45125
12;Quader;3;125;100;56.0139
12;Quader;3;125;100;53.656168
12;Quader;3;125;100;53.872248
12;Quader;3;125;100;53.509365
12;Quader;3;125;100;54.281997
12;Quader;3;125;100;54.680598
12;Quader;3;125;100;54.65714
12;Quader;3;125;100;56.897379
12;Quader;3;125;100;53.725372
12;Quader;3;125;100;52.79904
12;Quader;3;125;100;53.29365
12;Quader;3;125;100;53.610032
12;Quader;3;125;100;54.321032
12;Quader;3;125;100;54.321032
12;Quader;3;125;100;56.474572
12;Quader;3;125;100;54.10251
12;Quader;3;125;100;53.68712
12;Quader;3;125;100;53.51776
12;Quader;3;125;100;53.224884
12;Quader;3;125;100;54.25088
12;Quader;3;125;100;55.134225
12;Quader;3;125;100;55.039125
12;Quader;3;125;100;55.149704
12;Quader;3;125;100;54.7944
12;Quader;3;125;100;53.187435
12;Quader;3;125;100;53.98596
12;Quader;3;125;100;52.45056
12;Quader;3;125;100;54.25088
12;Quader;3;125;100;55.0077
12;Quader;3;125;100;53.90752
12;Quader;3;125;100;10.360944
12;Quader;3;125;100;9.951732
12;Quader;3;125;100;1.842932
13;Quader;1;8;100;34.363134
13;Quader;1;8;100;51.857916
13;Quader;1;8;100;97.71366
13;Quader;1;8;100;83.515212
